row_type,generation,rank,population_size,score,score_mean,score_median,score_std,score_min,score_max,best_rank,best_tree_summary,mean_score,field_count,trials_per_field,total_eval_runs,agent_count,seed,field_seed,eval_field_index,eval_trial_index,eval_field_seed,eval_run_seed,max_steps,steps_executed,converged,converge_step,best_field_final,mean_field_final,best_field_min_over_run,improvement_from_start,swarm_radius_final,avg_speed_final,runtime_ms,tree_summary
candidate,4,1,,119.8124592118017,,,,,,,,119.8124592118017,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,15.5902,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,4,2,,113.68348047194954,,,,,,,,113.68348047194954,10,10,100,5,100,20260416,9,9,20260416,100,7500,897,1,897,-176.054,-175.279,-203.001,174.663,0.235569,3.07529,13.7822,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=9.4861 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=5.0000 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[-1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,4,3,,111.13709720065201,,,,,,,,111.13709720065201,10,10,100,5,100,20260416,9,9,20260416,100,7500,461,1,461,-0.00118498,-0.000778374,-202.996,174.166,2.97641,4.99872,7.17046,"0: split feature=nearest_neighbor_distance threshold=27.5421 | 1: split feature=neighbor_count threshold=8.3324 | 2: split feature=accel threshold=6.2434 | 3: split feature=speed threshold=5.0000 | 4: split feature=neighbor_count threshold=4.9884 | 5: split feature=neighbor_count threshold=6.7793 | 6: split feature=neighbor_count threshold=0.3612 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 1, 1] | 9: leaf actions=[1, -1, 1, 0] | 10: leaf actions=[1, 1, -1, 1] | 11: leaf actions=[1, -1, 1, 1] | 12: leaf actions=[-1, -1, 0, 0] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[0, 0, 1, 0]"
candidate,4,4,,110.43075256509,,,,,,,,110.43075256509,10,10,100,5,100,20260416,9,9,20260416,100,7500,1252,1,1252,-202.875,-201.896,-203.001,174.201,3.19869,0.612245,19.6424,"0: split feature=speed threshold=0.2267 | 1: split feature=neighbor_count threshold=6.1714 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=44.1348 | 4: split feature=nearest_neighbor_distance threshold=29.2299 | 5: split feature=speed threshold=2.2996 | 6: split feature=speed threshold=3.1607 | 7: leaf actions=[0, 1, 0, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[-1, 1, 0, 0] | 10: leaf actions=[1, 0, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, -1, -1, 1] | 13: leaf actions=[1, 1, 0, 1] | 14: leaf actions=[-1, -1, 0, 0]"
candidate,4,5,,109.61910802000382,,,,,,,,109.61910802000382,10,10,100,5,100,20260416,9,9,20260416,100,7500,989,1,989,-202.956,-202.953,-203.001,174.693,0.0233943,0.0551122,15.6677,"0: split feature=speed threshold=0.9230 | 1: split feature=neighbor_count threshold=9.4861 | 2: split feature=nearest_neighbor_distance threshold=2.5053 | 3: split feature=speed threshold=5.0000 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=speed threshold=3.1607 | 7: leaf actions=[-1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[1, 1, 0, 1] | 14: leaf actions=[-1, -1, 0, 0]"
generation,4,,30,119.8124592118017,105.87107002925808,106.38480957992306,4.587289842159553,96.93898158343998,119.8124592118017,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.8124592118017,10,10,100,5,100,20260416,9,9,20260416,100,7500,910.0333333333333,1.0,1010,-146.519810345,-144.04082246513335,-203.001,167.73816666666667,2.44137322,1.904834143,14.104792,
candidate,5,1,,119.8124624675317,,,,,,,,119.8124624675317,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,15.8332,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,5,2,,119.81243139920169,,,,,,,,119.81243139920169,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,15.694,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,5,3,,119.81242669868169,,,,,,,,119.81242669868169,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,15.8895,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,5,4,,119.81242200444166,,,,,,,,119.81242200444166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.1092,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,5,5,,114.24090912311,,,,,,,,114.24090912311,10,10,100,5,100,20260416,9,9,20260416,100,7500,1520,1,1520,-201.898,-201.862,-203.001,174.689,0.0709585,0.419572,24.0587,"0: split feature=speed threshold=0.9230 | 1: split feature=neighbor_count threshold=9.4861 | 2: split feature=nearest_neighbor_distance threshold=2.5053 | 3: split feature=speed threshold=5.0000 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.3855 | 6: split feature=neighbor_count threshold=0.3612 | 7: leaf actions=[-1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 1, -1, 0] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[0, 0, 1, 0]"
generation,5,,30,119.8124624675317,107.6647462727403,106.5916180516466,7.684218017937908,87.38303131124002,119.8124624675317,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.8124624675317,10,10,100,5,100,20260416,9,9,20260416,100,7500,995.4,1.0,1010,-135.277669232,-129.64831242493332,-203.001,171.8314,3.654642088,2.20035598158,15.522770666666666,
candidate,6,1,,119.81246415409163,,,,,,,,119.81246415409163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0766,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,6,2,,119.81246177418168,,,,,,,,119.81246177418168,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0035,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,6,3,,119.81246116133165,,,,,,,,119.81246116133165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0908,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,6,4,,119.81246019049166,,,,,,,,119.81246019049166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,15.9543,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,6,5,,119.81243263891163,,,,,,,,119.81243263891163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0349,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,6,,30,119.81246415409163,110.9762861632256,112.40791637917573,7.75073354740071,93.22713955860999,119.81246415409163,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81246415409163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1100.0,1.0,1010,-126.26239589866667,-119.7842690916,-203.001,171.00413333333333,5.219841403333334,2.79833021,17.520022333333333,
candidate,7,1,,119.81244954991163,,,,,,,,119.81244954991163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.6487,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,7,2,,119.81243772906166,,,,,,,,119.81243772906166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4236,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,7,3,,119.81243752284166,,,,,,,,119.81243752284166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.3476,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,7,4,,119.81243682343167,,,,,,,,119.81243682343167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.1852,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,7,5,,119.81243012332156,,,,,,,,119.81243012332156,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0993,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,7,,30,119.81244954991163,114.15935321982506,119.81231844521164,9.539469891224249,73.49311736645,119.81244954991163,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81244954991163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1231.6,1.0,1010,-93.01061333333334,-84.87455333333334,-203.001,172.26026666666667,3.74446084,3.8006189706666667,19.956009333333334,
candidate,8,1,,119.81246227806167,,,,,,,,119.81246227806167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.5816,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,8,2,,119.81242752333166,,,,,,,,119.81242752333166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0932,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,8,3,,119.8124242571717,,,,,,,,119.8124242571717,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.2048,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,8,4,,119.81242423329171,,,,,,,,119.81242423329171,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.1348,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,8,5,,119.8124220971017,,,,,,,,119.8124220971017,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0915,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,8,,30,119.81246227806167,115.19312954434153,119.81233455894665,7.9247144823398665,88.50792880675952,119.81246227806167,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81246227806167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1167.0333333333333,1.0,1010,-93.95682333333333,-86.66803333333333,-203.001,174.549,2.7849805382,3.8969043968,19.191801333333334,
candidate,9,1,,119.81252755006166,,,,,,,,119.81252755006166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.5721,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
