row_type,generation,rank,population_size,score,score_mean,score_median,score_std,score_min,score_max,best_rank,best_tree_summary,mean_score,field_count,trials_per_field,total_eval_runs,agent_count,seed,field_seed,eval_field_index,eval_trial_index,eval_field_seed,eval_run_seed,max_steps,steps_executed,converged,converge_step,best_field_final,mean_field_final,best_field_min_over_run,improvement_from_start,swarm_radius_final,avg_speed_final,runtime_ms,tree_summary
candidate,14,3,,119.8124163337617,,,,,,,,119.8124163337617,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.5465,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,14,4,,119.81241545446163,,,,,,,,119.81241545446163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6133,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,14,5,,119.8124065655917,,,,,,,,119.8124065655917,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.3413,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,14,,30,119.81248425217166,114.0536247642283,119.81231275191166,10.485176448163212,85.25658238487503,119.81248425217166,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81248425217166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1332.0666666666666,0.9666666666666667,1010,-77.70864863333334,-67.90245826666667,-203.001,172.03313333333332,6.139593133333333,4.2260127333333335,22.129460666666667,
candidate,15,1,,119.81242897241171,,,,,,,,119.81242897241171,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,14.0117,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,15,2,,119.81237786928168,,,,,,,,119.81237786928168,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6813,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,15,3,,119.81237497750166,,,,,,,,119.81237497750166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.652,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,15,4,,119.8123725199416,,,,,,,,119.8123725199416,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6372,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,15,5,,119.81235199357165,,,,,,,,119.81235199357165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6332,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,15,,30,119.81242897241171,110.89585616788227,119.81231194934665,12.503005359537834,70.311532751295,119.81242897241171,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81242897241171,10,10,100,5,100,20260416,9,9,20260416,100,7500,1115.8,1.0,1010,-83.93166843333333,-72.7323154,-203.001,171.39543333333333,6.949871466666667,3.816241473333333,18.489022666666667,
candidate,16,1,,120.53133680931587,,,,,,,,120.53133680931587,10,10,100,5,100,20260416,9,9,20260416,100,7500,584,1,584,-0.113375,-0.0781312,-202.986,174.498,3.27752,4.36653,9.58488,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, -1, 0, 1] | 12: leaf actions=[-1, 0, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, 1]"
candidate,16,2,,119.81240487712165,,,,,,,,119.81240487712165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4745,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,16,3,,119.81240411513164,,,,,,,,119.81240411513164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6399,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,16,4,,119.8124021917917,,,,,,,,119.8124021917917,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.7654,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,16,5,,119.81239965214165,,,,,,,,119.81239965214165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6968,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,16,,30,120.53133680931587,114.64076986963536,119.81231956986164,9.991971267779535,72.334944965805,120.53133680931587,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, -1, 0, 1] | 12: leaf actions=[-1, 0, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, 1]",120.53133680931587,10,10,100,5,100,20260416,9,9,20260416,100,7500,1179.9,1.0,584,-64.36860334666667,-53.87493635333333,-203.001,172.43963333333332,5.775728666666667,4.162811756,19.427516,
candidate,17,1,,120.53121621934592,,,,,,,,120.53121621934592,10,10,100,5,100,20260416,9,9,20260416,100,7500,584,1,584,-0.113375,-0.0781312,-202.986,174.498,3.27752,4.36653,9.99058,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, -1, 0, 1] | 12: leaf actions=[-1, 0, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, 1]"
candidate,17,2,,119.81233949722166,,,,,,,,119.81233949722166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,15.8066,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=speed threshold=2.0109 | 3: split feature=speed threshold=5.0000 | 4: split feature=mean_neighbor_distance threshold=7.4411 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[-1, -1, 1, -1] | 10: leaf actions=[0, 1, 0, 0] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[1, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,17,3,,119.81232573238167,,,,,,,,119.81232573238167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,17.1309,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,17,4,,119.8123236882517,,,,,,,,119.8123236882517,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,17.1518,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,17,5,,119.81232139349166,,,,,,,,119.81232139349166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,17.1059,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,17,,30,120.53121621934592,113.17185871451707,119.81225201897664,10.29501011847203,84.21121086877001,120.53121621934592,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, -1, 0, 1] | 12: leaf actions=[-1, 0, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, 1]",120.53121621934592,10,10,100,5,100,20260416,9,9,20260416,100,7500,947.5333333333333,1.0,584,-89.04913916666666,-77.17114437333333,-203.001,169.9962,7.5359468,3.5606306076666665,16.012123666666668,
candidate,18,1,,120.7835485028074,,,,,,,,120.7835485028074,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.9913,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,18,2,,120.53136635953594,,,,,,,,120.53136635953594,10,10,100,5,100,20260416,9,9,20260416,100,7500,584,1,584,-0.113375,-0.0781312,-202.986,174.498,3.27752,4.36653,9.56021,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, -1, 0, 1] | 12: leaf actions=[-1, 0, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, 1]"
candidate,18,3,,119.81239685676162,,,,,,,,119.81239685676162,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6765,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=speed threshold=2.0109 | 3: split feature=speed threshold=5.0000 | 4: split feature=mean_neighbor_distance threshold=7.4411 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[-1, -1, 1, -1] | 10: leaf actions=[0, 1, 0, 0] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[1, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,18,4,,119.81239166754162,,,,,,,,119.81239166754162,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4745,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,18,5,,119.81238804537172,,,,,,,,119.81238804537172,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4195,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,18,,30,120.7835485028074,111.5915529062447,119.23907246566165,11.551435761198288,76.30349163748998,120.7835485028074,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",120.7835485028074,10,10,100,5,100,20260416,9,9,20260416,100,7500,1031.4333333333334,1.0,879,-88.22643751330567,-79.038473450293,-203.001,169.61063333333334,5.156735966666667,3.5260267686666666,17.307028,
candidate,19,1,,120.78365355511744,,,,,,,,120.78365355511744,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.679,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,19,2,,120.78361547375738,,,,,,,,120.78361547375738,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.8241,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,19,3,,120.78360731406741,,,,,,,,120.78360731406741,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.4507,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
