step,time,best_field,mean_field,cumulative_best_mean,avg_speed,swarm_radius
362,36.2,-104.7897409,-98.55432319,-106.1683209,4.330353546,4.437122135
363,36.3,-104.5200479,-98.67255541,-106.1683209,4.271162367,4.448804924
364,36.4,-104.2303797,-98.76779043,-106.1683209,4.283115339,4.436740458
365,36.5,-103.9214301,-98.84572802,-106.1683209,4.48143487,4.41036453
366,36.6,-103.5945109,-98.8970531,-106.1683209,4.678479481,4.373042074
367,36.7,-103.2513842,-98.94065974,-106.1683209,4.712594128,4.265391026
368,36.8,-102.8938726,-98.96663893,-106.1683209,4.724847412,4.092166997
369,36.9,-102.5122751,-98.93634146,-106.1683209,4.693318081,3.89966035
370,37,-102.187172,-98.87040637,-106.1683209,4.665445185,3.713352175
371,37.1,-101.9269414,-98.77639723,-106.1683209,4.522181082,3.642312627
372,37.2,-101.8083246,-98.68071806,-106.1683209,4.197400641,3.655022324
373,37.3,-101.7854887,-98.58191424,-106.1683209,3.989540708,3.664037296
374,37.4,-101.851852,-98.46199474,-106.1683209,4.112136364,3.678721451
375,37.5,-102.0016112,-98.35733111,-106.1683209,4.208559537,3.678766249
376,37.6,-102.1531772,-98.23405791,-106.1683209,4.174361873,3.677640142
377,37.7,-102.2953998,-98.09157154,-106.1683209,4.103500867,3.67167283
378,37.8,-102.410051,-97.94922676,-106.1683209,3.995482969,3.675752811
379,37.9,-102.468795,-97.80213154,-106.1683209,3.908621454,3.880249237
380,38,-102.4436797,-97.64233731,-106.1683209,3.803763056,3.993663165
381,38.1,-102.3273179,-97.46892378,-106.1683209,3.733486795,4.016587945
382,38.2,-102.1311537,-97.28739024,-106.1683209,3.654149008,3.963750147
383,38.3,-101.8699916,-97.10096128,-106.1683209,3.578132629,3.850122337
384,38.4,-101.5550698,-96.92699908,-106.1683209,3.540419912,3.67288769
385,38.5,-101.1943716,-96.76455582,-106.1683209,3.54716773,3.443561185
386,38.6,-100.7962544,-96.58082472,-106.1683209,3.509892631,3.188587797
387,38.7,-100.4439707,-96.42158665,-106.1683209,3.225870395,3.066291288
388,38.8,-100.1460507,-96.24710664,-106.1683209,2.995906067,2.925289925
389,38.9,-99.90272666,-96.03458121,-106.1683209,2.990694952,2.825959878
390,39,-99.7049402,-95.77525761,-106.1683209,2.943307757,2.76346786
391,39.1,-99.49081644,-95.45548772,-106.1683209,2.887569094,2.793891297
392,39.2,-99.26919451,-95.11653857,-106.1683209,2.681518793,2.825772039
393,39.3,-99.04222093,-94.79963651,-106.1683209,2.411472416,2.832967855
394,39.4,-98.80839971,-94.51538147,-106.1683209,2.217442155,2.810390133
395,39.5,-98.56543718,-94.26661269,-106.1683209,2.050842357,2.755422435
396,39.6,-98.31151847,-94.03099244,-106.1683209,1.959723997,2.681301326
397,39.7,-98.13698839,-93.85153978,-106.1683209,1.529750973,2.696616713
398,39.8,-98.04543717,-93.7133491,-106.1683209,1.202117917,2.744794909
399,39.9,-98.03517348,-93.61008559,-106.1683209,0.9543672219,2.788360232
400,40,-98.08851636,-93.53926715,-106.1683209,0.9390730977,2.825253094
401,40.1,-98.19986551,-93.50076828,-106.1683209,0.9722994328,2.881518654
402,40.2,-98.35522372,-93.52718929,-106.1683209,0.765507704,3.020174235
403,40.3,-98.47191269,-93.59756482,-106.1683209,0.8901978448,3.110345308
404,40.4,-98.54732673,-93.70502141,-106.1683209,1.23906762,3.151905681
405,40.5,-98.63873167,-93.85660785,-106.1683209,1.547316134,3.201933359
406,40.6,-98.73668096,-94.03790537,-106.1683209,1.763808465,3.266265634
407,40.7,-98.83109839,-94.24951649,-106.1683209,1.984518182,3.338627495
408,40.8,-98.91161215,-94.50575047,-106.1683209,2.045609578,3.410733167
409,40.9,-98.96687714,-94.82445772,-106.1683209,2.373095989,3.464561301
410,41,-98.98634001,-95.19165677,-106.1683209,2.621375561,3.496991032
411,41.1,-98.9614343,-95.6177994,-106.1683209,3.011425972,3.492946473
412,41.2,-98.88685691,-96.06872701,-106.1683209,3.303397465,3.463816544
413,41.3,-99.34246623,-96.55782541,-106.1683209,3.683631134,3.401424819
414,41.4,-99.93791357,-97.07463378,-106.1683209,3.736767101,3.261803944
415,41.5,-100.496145,-97.59848921,-106.1683209,3.724622989,3.046139576
416,41.6,-100.9980209,-98.10893642,-106.1683209,3.774237955,2.895178858
417,41.7,-101.4293565,-98.59341281,-106.1683209,3.961956191,2.872367975
418,41.8,-101.7793099,-99.04515207,-106.1683209,4.153934622,2.895453939
419,41.9,-102.0380533,-99.44431028,-106.1683209,3.958744049,2.978311287
420,42,-102.195304,-99.79491517,-106.1683209,3.931218171,3.124491873
421,42.1,-102.240844,-100.1110209,-106.1683209,4.005815458,3.270330824
422,42.2,-102.3738667,-100.3907968,-106.1683209,4.118598843,3.414520614
423,42.3,-102.8464904,-100.6481751,-106.1683209,4.236531639,3.570863955
424,42.4,-103.2681183,-100.8746093,-106.1683209,4.29828577,3.72903852
425,42.5,-103.6374253,-101.0625279,-106.1683209,4.20379715,3.872739719
426,42.6,-103.9514119,-101.2276918,-106.1683209,4.25851593,3.937954698
427,42.7,-104.2049984,-101.3691472,-106.1683209,4.323194313,3.92026643
428,42.8,-104.3909658,-101.4798411,-106.1683209,4.382483244,3.820985486
429,42.9,-104.5014827,-101.5439656,-106.1683209,4.278482676,3.703439689
430,43,-104.5292558,-101.5793407,-106.1683209,4.186120343,3.576910043
431,43.1,-104.4407958,-101.5922035,-106.1683209,4.252385664,3.450753473
432,43.2,-104.2347191,-101.555674,-106.1683209,4.417756557,3.332259861
433,43.3,-103.9188068,-101.4793392,-106.1683209,4.505622768,3.282798215
434,43.4,-103.599245,-101.3700472,-106.1683209,4.544245148,3.340687855
435,43.5,-103.593366,-101.2057229,-106.1683209,4.580906343,3.390599775
436,43.6,-103.8362439,-100.9852535,-106.1683209,4.574643946,3.439267258
437,43.7,-104.0592206,-100.6924039,-106.1683209,4.632785225,3.482464847
438,43.8,-104.261032,-100.3245273,-106.1683209,4.702305698,3.520986272
439,43.9,-104.3841401,-99.93092332,-106.1683209,4.668089104,3.502652021
440,44,-104.4167362,-99.4886062,-106.1683209,4.644539881,3.428224029
441,44.1,-104.3744633,-99.04381172,-106.1683209,4.510275078,3.316527698
442,44.2,-104.2209814,-98.54000056,-106.1683209,4.599048042,3.227226343
443,44.3,-103.9528832,-98.00944822,-106.1683209,4.324791861,3.135400079
444,44.4,-103.7076405,-97.49252942,-106.1683209,3.950051355,3.040960987
445,44.5,-103.5133427,-96.97159789,-106.1683209,3.522683287,2.938014259
446,44.6,-103.3899412,-96.46747274,-106.1683209,3.142266417,2.827221509
447,44.7,-103.2429132,-96.02634161,-106.1683209,2.726764894,2.864902619
448,44.8,-103.0823313,-95.72555977,-106.1683209,2.090726912,2.869866033
449,44.9,-102.9188351,-95.56652187,-106.1683209,1.520486316,2.847873477
450,45,-102.7632253,-95.48233319,-106.1683209,1.219234085,2.817673738
451,45.1,-102.62555,-95.43620861,-106.1683209,1.062747166,2.792752134
452,45.2,-102.5959404,-95.54524663,-106.1683209,1.310606465,2.804418792
453,45.3,-102.6504115,-95.75708834,-106.1683209,1.776399276,2.862974609
454,45.4,-102.7607331,-96.13825499,-106.1683209,2.233547807,2.950577591
455,45.5,-102.879558,-96.68128158,-106.1683209,2.810142279,3.024800291
456,45.6,-102.8927141,-97.38397747,-106.1683209,3.408825898,3.078140971
457,45.7,-102.9758729,-98.18412678,-106.1683209,3.874883652,3.181673375
458,45.8,-103.7341497,-99.00067581,-106.1683209,4.168331289,3.266459274
459,45.9,-104.3869772,-99.77223303,-106.1683209,4.281268835,3.321945032
460,46,-104.9327396,-100.5315137,-106.1683209,4.288364601,3.327872564
461,46.1,-105.3712319,-101.2923305,-106.1683209,4.324254584,3.303614281
462,46.2,-105.703005,-102.0111398,-106.1683209,4.245787168,3.241443643
463,46.3,-105.9289189,-102.6825615,-106.1683209,4.25628643,3.187001469
464,46.4,-106.0496953,-103.3058477,-106.1683209,4.390516877,3.228295135
465,46.5,-106.0660267,-103.8740048,-106.1683209,4.574295807,3.289121732
466,46.6,-105.9789208,-104.3797124,-106.1683209,4.766829872,3.332581905
467,46.7,-106.0588915,-104.7975025,-106.1683209,4.902122784,3.358576458
468,46.8,-106.2577502,-105.115697,-106.1683209,4.810424805,3.316058988
469,46.9,-106.3510152,-105.3357806,-106.1836893,4.663614798,3.206431786
470,47,-106.3339668,-105.4633244,-106.1879303,4.64530406,3.099818886
471,47.1,-106.2104892,-105.5148945,-106.2341856,4.576580334,3.155175746
472,47.2,-106.1201826,-105.4728149,-106.2571321,4.347300148,3.228266474
473,47.3,-106.1111143,-105.3594112,-106.2571321,4.197917509,3.308054725
474,47.4,-106.0843027,-105.169727,-106.2571321,4.134393454,3.388081151
475,47.5,-106.2191153,-104.9231039,-106.2571321,3.910338974,3.481003202
476,47.6,-106.3001587,-104.6475106,-106.2606526,3.619543982,3.568650332
477,47.7,-106.3309557,-104.3575865,-106.266812,3.383191919,3.647584416
478,47.8,-106.3157307,-104.0580444,-106.266812,3.106287813,3.714730336
479,47.9,-106.2587753,-103.7604523,-106.266812,2.848694658,3.767327022
480,48,-106.163416,-103.459651,-106.266812,2.729376554,3.736115881
481,48.1,-106.064347,-103.1506692,-106.266812,2.703999901,3.647445644
482,48.2,-105.9506647,-102.8081698,-106.266812,2.910420227,3.509193561
483,48.3,-105.8334881,-102.4594334,-106.266812,2.996797633,3.328321382
484,48.4,-105.7229663,-102.1140005,-106.266812,2.908722019,3.092955467
485,48.5,-105.6269542,-101.7957796,-106.266812,2.542894065,3.114239782
486,48.6,-105.486589,-101.5206083,-106.266812,2.303414983,3.177061738
487,48.7,-105.3535131,-101.3113584,-106.266812,2.047678638,3.237415502
488,48.8,-105.2635522,-101.152282,-106.266812,1.621661437,3.287999974
489,48.9,-105.2215972,-101.0345708,-106.266812,1.327400672,3.322105041
490,49,-105.2085669,-100.9417934,-106.266812,1.330695343,3.324255888
491,49.1,-105.1397871,-100.8675227,-106.266812,1.4025774,3.292491939
492,49.2,-105.0213487,-100.8401976,-106.266812,1.466314581,3.249289851
493,49.3,-104.8540227,-100.8125589,-106.266812,1.6671094,3.196171218
494,49.4,-104.7138477,-100.7897306,-106.266812,1.657194817,3.149601977
495,49.5,-104.6040539,-100.809458,-106.266812,1.803229773,3.060360101
496,49.6,-104.5258488,-100.8583617,-106.266812,1.935071194,2.902881973
497,49.7,-104.4999025,-100.963541,-106.266812,2.04078666,2.891236684
498,49.8,-104.5102831,-101.122082,-106.266812,2.18840611,2.937006159
499,49.9,-104.5512997,-101.3007639,-106.266812,2.296224093,2.976187086
500,50,-104.6178981,-101.5213491,-106.266812,2.551805317,2.9973088
501,50.1,-104.7180029,-101.7689299,-106.266812,2.845342708,3.007680685
502,50.2,-104.8449012,-102.0322074,-106.266812,2.883998561,2.968660165
503,50.3,-104.9820646,-102.2824726,-106.266812,2.840805912,3.001412843
504,50.4,-105.1291722,-102.5263297,-106.266812,2.670477962,3.069171354
505,50.5,-105.286906,-102.7587601,-106.266812,2.576471353,3.123153024
506,50.6,-105.4563452,-102.9558824,-106.266812,2.661032271,3.171471966
507,50.7,-105.6360491,-103.1445834,-106.266812,3.050110579,3.155927494
508,50.8,-105.8146826,-103.3133148,-106.266812,3.465305233,3.108269386
509,50.9,-105.9925691,-103.4677895,-106.266812,3.822960734,3.232123894
510,51,-106.1251636,-103.6147635,-106.266812,4.090440154,3.324917577
511,51.1,-106.1484104,-103.7405355,-106.266812,4.248953819,3.359172827
512,51.2,-106.0663694,-103.8624187,-106.266812,4.33118,3.326009037
513,51.3,-105.9045356,-103.9754226,-106.266812,4.363761473,3.210805949
514,51.4,-105.6887547,-104.069627,-106.266812,4.373326731,3.062968002
515,51.5,-105.4422107,-104.1091087,-106.266812,4.388319159,3.006031919
516,51.6,-105.1826058,-104.1047662,-106.266812,4.348588133,2.88130693
517,51.7,-105.1875579,-104.0546747,-106.266812,4.321706867,2.720844087
518,51.8,-105.2575889,-103.9563181,-106.266812,4.317089891,2.589667567
519,51.9,-105.2778268,-103.7962608,-106.266812,4.249185991,2.444244174
520,52,-105.2228337,-103.565016,-106.266812,4.177391815,2.35140885
521,52.1,-105.1002084,-103.2666546,-106.266812,4.061688185,2.365386224
522,52.2,-104.9193854,-102.910662,-106.266812,4.000472736,2.434687663
523,52.3,-104.6920708,-102.5056982,-106.266812,3.985168743,2.516409704
524,52.4,-104.4320457,-102.0804434,-106.266812,3.837001181,2.557145224
525,52.5,-104.1407036,-101.6432467,-106.266812,3.525162935,2.589094976
526,52.6,-103.8430873,-101.205451,-106.266812,3.23906889,2.740010401
527,52.7,-103.5559667,-100.7748144,-106.266812,2.999780023,2.996707193
528,52.8,-103.3740243,-100.3322841,-106.266812,2.969711483,3.300090034
529,52.9,-103.2377268,-99.89698908,-106.266812,2.768720555,3.517352553
530,53,-103.1743701,-99.47975147,-106.266812,2.493807769,3.636070062
531,53.1,-103.1907331,-99.04801641,-106.266812,2.487374333,3.655696119
532,53.2,-103.1476143,-98.64369288,-106.266812,2.336858946,3.575231667
533,53.3,-103.0477135,-98.25385646,-106.266812,2.216277945,3.474382109
534,53.4,-102.8885088,-97.88805402,-106.266812,2.062355995,3.375081286
535,53.5,-102.6639989,-97.57563696,-106.266812,1.811586165,3.294742848
536,53.6,-102.3685726,-97.32560359,-106.266812,1.514697543,3.2533549
537,53.7,-101.9976261,-97.11565365,-106.266812,1.348769099,3.186272196
538,53.8,-101.6255739,-96.97026447,-106.266812,1.352558744,3.130698055
539,53.9,-101.2481257,-96.88109421,-106.266812,1.689970946,3.089039344
540,54,-100.8516413,-96.79657478,-106.266812,1.601908517,3.107790042
541,54.1,-100.4977947,-96.77103706,-106.266812,1.292005774,3.137984557
542,54.2,-100.3028342,-96.77463814,-106.266812,1.012313342,3.161236161
543,54.3,-100.2805811,-96.81707332,-106.266812,0.9650392532,3.200074626
544,54.4,-100.385755,-96.92982069,-106.266812,1.096839881,3.222472947
545,54.5,-100.468035,-97.04296159,-106.266812,1.395927131,3.250163917
546,54.6,-100.5354843,-97.19955247,-106.266812,1.485998905,3.260093174
547,54.7,-100.5829053,-97.39994746,-106.266812,1.955575168,3.205902445
548,54.8,-100.6054579,-97.63223714,-106.266812,2.345455503,3.090441307
549,54.9,-100.6885899,-97.93941262,-106.266812,2.678380942,2.968571479
550,55,-100.8383469,-98.30506568,-106.266812,3.205532002,3.014102114
551,55.1,-101.1238202,-98.73360657,-106.266812,3.81652751,3.14009432
552,55.2,-101.4337559,-99.1499396,-106.266812,4.171187067,3.22769675
553,55.3,-101.7611074,-99.52294456,-106.266812,4.471901083,3.288196116
554,55.4,-102.0790817,-99.82513713,-106.266812,4.727726555,3.326500855
555,55.5,-102.3495865,-100.0255483,-106.266812,4.884185791,3.352216561
556,55.6,-102.4682963,-100.1326565,-106.266812,4.848510361,3.373507395
557,55.7,-102.4441847,-100.1769331,-106.266812,4.791527462,3.377070609
558,55.8,-102.2914446,-100.1536839,-106.266812,4.923969746,3.382815828
559,55.9,-102.2750959,-100.0620208,-106.266812,4.964832592,3.388387693
560,56,-102.2180683,-99.89964689,-106.266812,5,3.394194139
561,56.1,-102.0905245,-99.65775578,-106.266812,5.000000095,3.403460724
562,56.2,-101.9538792,-99.33798358,-106.266812,5,3.409387399
563,56.3,-101.794756,-98.94793744,-106.266812,4.925506878,3.421963866
564,56.4,-101.6013663,-98.52581361,-106.266812,4.769222927,3.408308661
565,56.5,-101.3118815,-98.05686731,-106.266812,4.611788845,3.364144723
566,56.6,-100.9336758,-97.56472431,-106.266812,4.455612898,3.286366392
567,56.7,-100.4735771,-97.01509712,-106.266812,4.552543068,3.249659917
568,56.8,-99.93748741,-96.40146766,-106.266812,4.572619677,3.213694532
569,56.9,-99.36174246,-95.75074944,-106.266812,4.50064621,3.154711033
570,57,-98.74444633,-95.02866485,-106.266812,4.568231916,3.124038937
571,57.1,-98.0852581,-94.24117268,-106.266812,4.62885251,3.119115357
572,57.2,-97.38467313,-93.40464363,-106.266812,4.629263258,3.084559048
573,57.3,-96.5831815,-92.53959542,-106.266812,4.492760611,3.019480061
574,57.4,-95.68907068,-91.65475791,-106.266812,4.356438446,2.92655033
575,57.5,-94.75716674,-90.76683415,-106.266812,4.226852226,2.817133769
576,57.6,-93.7908477,-89.88693211,-106.266812,4.01042347,2.720453905
577,57.7,-93.13815361,-89.03056994,-106.266812,3.790406752,2.690519419
578,57.8,-92.64912134,-88.20952317,-106.266812,3.575920391,2.710573034
579,57.9,-92.25925043,-87.45259565,-106.266812,3.267094302,2.733389446
580,58,-91.96568274,-86.7548237,-106.266812,2.962944674,2.761018199
581,58.1,-91.7559388,-86.10817974,-106.266812,2.77030822,2.854534346
582,58.2,-91.61229791,-85.47590125,-106.266812,2.684358647,3.005810645
583,58.3,-91.51382053,-84.87699765,-106.266812,2.633575946,3.14032108
584,58.4,-91.43758563,-84.35083052,-106.266812,2.540811205,3.189042883
585,58.5,-91.35743587,-83.8829664,-106.266812,2.504644299,3.148808333
586,58.6,-91.24344877,-83.40830674,-106.266812,2.699881804,3.077689271
587,58.7,-90.94981931,-82.90218418,-106.266812,2.722908783,3.046183764
588,58.8,-90.47642324,-82.43302545,-106.266812,2.499159753,3.061434073
589,58.9,-89.83670292,-81.94634955,-106.266812,2.512447202,3.28808178
590,59,-89.05675446,-81.46396347,-106.266812,2.368043935,3.497456228
591,59.1,-88.17538359,-80.96337736,-106.266812,2.462221086,3.680428526
592,59.2,-87.24036273,-80.49399307,-106.266812,2.5651438,3.816482105
593,59.3,-87.46304037,-80.07649781,-106.266812,2.646222782,3.879158798
594,59.4,-87.59342085,-79.68282401,-106.266812,2.533592796,3.848572927
595,59.5,-87.58106435,-79.30713487,-106.266812,2.404617691,3.73839908
596,59.6,-87.40528148,-78.94654751,-106.266812,2.36801281,3.55439656
597,59.7,-87.05514087,-78.63259623,-106.266812,2.290915251,3.306951804
598,59.8,-86.54323983,-78.39418523,-106.266812,2.110334992,3.0704131
599,59.9,-86.07109713,-78.20911865,-106.266812,2.138123226,3.027292506
600,60,-85.71612375,-78.00655213,-106.266812,2.040993035,3.010444478
601,60.1,-85.49257896,-77.84798542,-106.266812,1.848266912,3.02877771
602,60.2,-85.3994963,-77.68146587,-106.266812,1.62408601,3.063794991
603,60.3,-85.2235602,-77.53148983,-106.266812,1.490209484,3.119805968
604,60.4,-85.20680664,-77.39144581,-106.266812,1.526011372,3.192198556
605,60.5,-85.33298408,-77.22142048,-106.266812,1.661301076,3.284317693
606,60.6,-85.6958779,-77.11628803,-106.266812,2.012290955,3.407683375
607,60.7,-86.24883753,-77.07416744,-106.266812,2.354242325,3.562700679
608,60.8,-86.96302059,-77.13489686,-106.266812,2.200401759,3.663553297
609,60.9,-87.81045797,-77.34594397,-106.266812,2.027394629,3.720989267
610,61,-88.76397739,-77.71036162,-106.266812,2.041587079,3.719175916
611,61.1,-89.60035266,-78.17205046,-106.266812,2.106132412,3.818321047
612,61.2,-90.30549681,-78.71967055,-106.266812,2.353363395,3.929934303
613,61.3,-90.86159239,-79.3523252,-106.266812,2.696945965,3.972155117
614,61.4,-91.25102628,-80.07006613,-106.266812,3.040387541,3.935897165
615,61.5,-91.45654802,-80.86300899,-106.266812,3.348214281,3.819857974
616,61.6,-91.62591742,-81.72672179,-106.266812,3.680666256,3.689891632
617,61.7,-91.74398472,-82.62100454,-106.266812,3.81503973,3.564651685
618,61.8,-91.79091797,-83.54340894,-106.266812,4.004544353,3.453528807
619,61.9,-91.74174729,-84.48450275,-106.266812,4.226786566,3.369587781
620,62,-91.56978063,-85.45349985,-106.266812,4.411417532,3.302429172
621,62.1,-92.63815626,-86.41335142,-106.266812,4.553743792,3.313984265
622,62.2,-93.75146814,-87.3883086,-106.266812,4.597697449,3.392628256
623,62.3,-94.79141455,-88.3755443,-106.266812,4.580913734,3.429905429
624,62.4,-95.75316634,-89.34645839,-106.266812,4.484988785,3.450733733
625,62.5,-96.69082077,-90.32391311,-106.266812,4.450072098,3.443550507
626,62.6,-97.59535195,-91.28341241,-106.266812,4.422315311,3.514242827
627,62.7,-98.45848594,-92.20607427,-106.266812,4.407506275,3.67488366
628,62.8,-99.29960815,-93.10014605,-106.266812,4.395005631,3.849292568
629,62.9,-100.1101742,-93.94761873,-106.266812,4.125985718,3.966427373
630,63,-100.8840468,-94.78931137,-106.266812,4.113232923,4.032806722
631,63.1,-101.616845,-95.63922747,-106.266812,4.293421292,4.038699832
632,63.2,-102.305083,-96.49976965,-106.266812,4.531155634,3.949401549
633,63.3,-102.944978,-97.36954521,-106.266812,4.761098814,3.776063928
634,63.4,-103.5323145,-98.24335455,-106.266812,4.991778851,3.527109832
635,63.5,-104.0625746,-99.06613446,-106.266812,5,3.288775684
636,63.6,-104.5311996,-99.83501138,-106.266812,5,3.289691996
637,63.7,-104.9337805,-100.5573462,-106.266812,4.999999905,3.343993495
638,63.8,-105.2657731,-101.2225132,-106.266812,4.916853809,3.393011166
639,63.9,-105.5219452,-101.8230526,-106.266812,4.828559589,3.440305765
640,64,-105.695874,-102.3522578,-106.266812,4.736427355,3.488779266
641,64.1,-105.7795337,-102.8047377,-106.266812,4.699821281,3.535361196
642,64.2,-105.7633785,-103.2053667,-106.266812,4.75484004,3.56769758
643,64.3,-105.6377033,-103.5551817,-106.266812,4.818955994,3.580725185
644,64.4,-105.3937892,-103.8474411,-106.266812,4.892087269,3.572821064
645,64.5,-105.5488989,-104.083622,-106.266812,4.973951912,3.564154589
646,64.6,-105.8156472,-104.250354,-106.266812,4.998321056,3.557952952
647,64.7,-106.0086876,-104.3527842,-106.266812,4.929096031,3.534388382
648,64.8,-106.1156351,-104.3934369,-106.266812,4.865392017,3.493660964
649,64.9,-106.1490686,-104.3373021,-106.2725892,4.849921989,3.490218846
650,65,-106.1209602,-104.2140518,-106.2725892,4.695219231,3.473483585
651,65.1,-106.0328986,-104.0645018,-106.2725892,4.50467062,3.438257363
652,65.2,-105.8511451,-103.8521157,-106.2725892,4.497447729,3.424665586
653,65.3,-105.7297595,-103.5699558,-106.2725892,4.634467888,3.416905284
654,65.4,-105.872144,-103.2125921,-106.2725892,4.784897709,3.413572371
655,65.5,-105.9271249,-102.78396,-106.2725892,4.938289261,3.413010668
656,65.6,-105.8888402,-102.3185738,-106.2725892,4.801730537,3.378852221
657,65.7,-105.752924,-101.8267067,-106.2725892,4.63449502,3.311836187
658,65.8,-105.5163328,-101.3032178,-106.2725892,4.430815315,3.211386088
659,65.9,-105.1770048,-100.7120768,-106.2725892,4.395521593,3.061135215
660,66,-104.7810533,-100.0786511,-106.2725892,4.389363813,2.864243948
661,66.1,-104.3417642,-99.41138054,-106.2725892,4.167982078,2.641370762
662,66.2,-103.8709855,-98.69836539,-106.2725892,4.098073697,2.545807055
663,66.3,-103.3775947,-98.00930003,-106.2725892,3.768907714,2.588009191
664,66.4,-102.8665566,-97.34716345,-106.2725892,3.398351264,2.646573663
665,66.5,-102.2895917,-96.76161374,-106.2725892,2.819297314,2.701020265
666,66.6,-101.6840632,-96.22554708,-106.2725892,2.369640231,2.747136558
667,66.7,-101.0901089,-95.79975587,-106.2725892,1.980754519,2.7967218
668,66.8,-100.5487464,-95.40202665,-106.2725892,1.94360764,2.924539543
669,66.9,-100.1116843,-95.04643437,-106.2725892,1.918214083,3.086621239
670,67,-99.88141103,-94.79904119,-106.2725892,1.425789446,3.167039235
671,67.1,-99.6984904,-94.64181843,-106.2725892,1.286063504,3.197410697
672,67.2,-99.63458508,-94.54491844,-106.2725892,1.297484553,3.180646996
673,67.3,-99.54612385,-94.48404813,-106.2725892,1.589364231,3.142855575
674,67.4,-99.41734554,-94.5373629,-106.2725892,1.846933196,3.168184444
675,67.5,-99.23155095,-94.66030583,-106.2725892,2.443913674,3.172799718
676,67.6,-98.9657437,-94.77466551,-106.2725892,2.87032938,3.170480407
677,67.7,-99.25749895,-94.91341868,-106.2725892,3.100525022,3.173432423
678,67.8,-99.7526168,-94.99499754,-106.2725892,3.416742277,3.173663058
679,67.9,-100.1897002,-95.05263652,-106.2725892,3.600668955,3.169106671
680,68,-100.5740787,-95.07634512,-106.2725892,3.803234005,3.143188126
681,68.1,-100.9067831,-95.04307382,-106.2725892,4.078001928,3.095198179
682,68.2,-101.1858635,-94.92930161,-106.2725892,4.275983763,3.035064013
683,68.3,-101.4081865,-94.80349278,-106.2725892,4.243992186,2.971212319
684,68.4,-101.5729749,-94.65539683,-106.2725892,4.097959948,2.915505071
685,68.5,-101.6815278,-94.41809729,-106.2725892,4.004557419,2.87171484
686,68.6,-101.7361968,-94.10043077,-106.2725892,3.879652834,2.847055299
687,68.7,-101.6063485,-93.7472244,-106.2725892,3.914924812,2.853261564
688,68.8,-101.2948537,-93.35872381,-106.2725892,3.907808304,2.859062578
689,68.9,-100.8127518,-92.86799808,-106.2725892,3.889614773,2.908915034
690,69,-100.1681902,-92.28164868,-106.2725892,3.861658621,2.994783342
691,69.1,-99.36902484,-91.57427208,-106.2725892,3.958959198,3.106766309
692,69.2,-98.50828748,-90.84339742,-106.2725892,3.742100668,3.192795855
693,69.3,-97.77678138,-90.10792303,-106.2725892,3.472972393,3.252613254
694,69.4,-97.20897475,-89.4006151,-106.2725892,3.139047861,3.313246811
695,69.5,-96.80133724,-88.72078508,-106.2725892,2.978160048,3.386582294
696,69.6,-96.5183499,-88.09864033,-106.2725892,2.747892165,3.418839817
697,69.7,-96.3110118,-87.58110864,-106.2725892,2.308752322,3.373835517
698,69.8,-96.13973332,-87.17543163,-106.2725892,1.950001836,3.293143583
699,69.9,-95.97658848,-86.87957887,-106.2725892,1.686960697,3.281184464
700,70,-95.90296631,-86.68755398,-106.2725892,1.262374032,3.278520875
701,70.1,-95.91463897,-86.58429411,-106.2725892,1.185232127,3.285021261
702,70.2,-96.01039749,-86.62414835,-106.2725892,1.430369431,3.327249153
703,70.3,-96.20732435,-86.73471476,-106.2725892,1.61024611,3.307156152
704,70.4,-96.53089841,-86.9176382,-106.2725892,1.517588246,3.313000595
705,70.5,-96.99945986,-87.28521714,-106.2725892,1.940902019,3.298498099
706,70.6,-97.61185868,-87.82058417,-106.2725892,2.535950422,3.261525843
707,70.7,-98.09802859,-88.49986163,-106.2725892,2.880304146,3.183011647
708,70.8,-98.44812566,-89.27111245,-106.2725892,3.234094846,3.054932458
709,70.9,-98.65677315,-90.00919702,-106.2725892,3.284192848,2.924257996
710,71,-98.88525087,-90.73363939,-106.2725892,3.420846796,2.82012244
711,71.1,-99.13504714,-91.42885383,-106.2725892,3.597859883,2.789365933
712,71.2,-99.42678577,-92.11388466,-106.2725892,3.896845531,2.814053302
713,71.3,-99.71792267,-92.74146999,-106.2725892,4.159913945,2.900927761
714,71.4,-99.94960305,-93.26636261,-106.2725892,4.308932328,3.022485802
715,71.5,-100.0975782,-93.67630891,-106.2725892,4.3604074,3.153130746
716,71.6,-100.1695779,-94.01833302,-106.2725892,4.412426567,3.278780034
717,71.7,-100.1710953,-94.30991256,-106.2725892,4.463941097,3.398419595
718,71.8,-100.1058888,-94.58741913,-106.2725892,4.461450624,3.502428793
719,71.9,-100.0435091,-94.75653911,-106.2725892,4.479505539,3.589425747
720,72,-100.4193169,-94.84631625,-106.2725892,4.402895021,3.808427795
721,72.1,-100.6807735,-94.89935383,-106.2725892,4.28789444,3.958232126
722,72.2,-100.8282383,-94.92333825,-106.2725892,4.236881781,4.023024777
723,72.3,-100.8639959,-94.92681265,-106.2725892,4.221423912,3.992083951
724,72.4,-100.7922253,-94.91262676,-106.2725892,4.227467203,3.859561974
725,72.5,-100.6183218,-94.82240872,-106.2725892,4.284879971,3.663643968
726,72.6,-100.3483833,-94.67671697,-106.2725892,4.225806713,3.457552776
