step,time,best_field,mean_field,cumulative_best_mean,avg_speed,swarm_radius
727,72.7,-100.0826833,-94.51879621,-106.2725892,4.109571505,3.265488554
728,72.8,-99.84784421,-94.35667063,-106.2725892,4.208357239,3.101497557
729,72.9,-99.65799063,-94.1426013,-106.2725892,4.225360203,2.960399402
730,73,-99.51506518,-93.87630706,-106.2725892,4.186173964,2.833856292
731,73.1,-99.23821099,-93.63243031,-106.2725892,3.803442073,2.797398164
732,73.2,-98.82296946,-93.45435071,-106.2725892,3.567860711,2.901474742
733,73.3,-98.70255507,-93.31979644,-106.2725892,3.521140671,2.973015385
734,73.4,-98.78902932,-93.24190436,-106.2725892,3.619015002,3.00775296
735,73.5,-99.03057447,-93.2481155,-106.2725892,3.721398497,3.054299196
736,73.6,-99.40562155,-93.28464727,-106.2725892,3.844510674,3.108529487
737,73.7,-99.70509306,-93.32638784,-106.2725892,3.966509795,3.370186587
738,73.8,-99.91257156,-93.34172919,-106.2725892,4.068545055,3.638298325
739,73.9,-100.026346,-93.34309644,-106.2725892,4.029964852,3.904551638
740,74,-100.0468668,-93.38432025,-106.2725892,3.919686413,4.109023697
741,74.1,-99.97627839,-93.46199239,-106.2725892,3.989613152,4.226906001
742,74.2,-99.81824374,-93.5808826,-106.2725892,4.138427925,4.242185957
743,74.3,-99.57729291,-93.69925255,-106.2725892,4.422724104,4.153627406
744,74.4,-99.25801351,-93.72504497,-106.2725892,4.561491442,4.063813269
745,74.5,-98.86498449,-93.65749304,-106.2725892,4.671055317,3.976776131
746,74.6,-98.40268508,-93.49916271,-106.2725892,4.75824337,3.894345572
747,74.7,-97.87335186,-93.28240933,-106.2725892,4.821777534,3.822472161
748,74.8,-97.45940716,-93.05199893,-106.2725892,4.75683403,3.756983712
749,74.9,-97.39962791,-92.80183187,-106.2725892,4.696581697,3.695535258
750,75,-97.32648244,-92.53161179,-106.2725892,4.648456812,3.636864971
751,75.1,-97.24470648,-92.24013759,-106.2725892,4.619073963,3.580046389
752,75.2,-97.16132826,-91.92613418,-106.2725892,4.609787941,3.524196736
753,75.3,-97.08577708,-91.61650255,-106.2725892,4.618418217,3.473948681
754,75.4,-97.02603101,-91.30753382,-106.2725892,4.638537931,3.42540235
755,75.5,-96.98914785,-90.99546069,-106.2725892,4.6631217,3.375417924
756,75.6,-96.88145648,-90.63591321,-106.2725892,4.508336973,3.312453927
757,75.7,-96.70765255,-90.20662451,-106.2725892,4.479996347,3.248104192
758,75.8,-96.47146743,-89.75856826,-106.2725892,4.324059868,3.176602419
759,75.9,-96.17633805,-89.3232329,-106.2725892,4.039400411,3.080323832
760,76,-95.82571705,-88.9058209,-106.2725892,3.900789285,2.971938727
761,76.1,-95.42172798,-88.54562663,-106.2725892,3.702966154,2.868954
762,76.2,-94.96574951,-88.22701224,-106.2725892,3.579635668,2.775625477
763,76.3,-94.45836351,-87.94130328,-106.2725892,3.380500007,2.683324709
764,76.4,-93.89901234,-87.640042,-106.2725892,3.459123397,2.657242073
765,76.5,-93.28580461,-87.32127717,-106.2725892,3.553392196,2.659349565
766,76.6,-92.61553119,-86.98301584,-106.2725892,3.659796262,2.691580015
767,76.7,-92.59332422,-86.62410036,-106.2725892,3.769056487,2.755732039
768,76.8,-92.71695101,-86.24326255,-106.2725892,3.875269687,2.853092243
769,76.9,-92.8588366,-85.83900097,-106.2725892,3.900258768,2.978967375
770,77,-93.00959195,-85.46356076,-106.2725892,3.798254251,3.14054468
771,77.1,-93.16137576,-85.16351909,-106.2725892,3.603873539,3.309839155
772,77.2,-93.30847977,-84.94482677,-106.2725892,3.457107282,3.40662515
773,77.3,-93.44634843,-84.87476778,-106.2725892,3.434641123,3.428864192
774,77.4,-93.39211826,-84.92504912,-106.2725892,3.600965714,3.384939917
775,77.5,-93.33250693,-85.09874895,-106.2725892,3.784503764,3.303444479
776,77.6,-93.2694208,-85.35078911,-106.2725892,3.964062393,3.231817902
777,77.7,-93.20594455,-85.67346761,-106.2725892,4.254679632,3.157314258
778,77.8,-93.14620531,-86.05363762,-106.2725892,4.472500324,3.069525678
779,77.9,-93.09493686,-86.49276633,-106.2725892,4.61751647,2.962609787
780,78,-93.05681202,-86.94799022,-106.2725892,4.531552792,2.874613614
781,78.1,-93.03569099,-87.37862661,-106.2725892,4.436327457,2.952458509
782,78.2,-93.03553495,-87.7894486,-106.2725892,4.329816818,3.02414648
783,78.3,-93.06040121,-88.17264398,-106.2725892,4.21142478,3.083960428
784,78.4,-93.114638,-88.52343958,-106.2725892,4.082256961,3.125748182
785,78.5,-93.20273219,-88.8797383,-106.2725892,3.95867812,3.156929913
786,78.6,-93.32830774,-89.27498873,-106.2725892,4.079837191,3.135585569
787,78.7,-93.96886849,-89.71441666,-106.2725892,4.295071697,3.036817154
788,78.8,-94.71364115,-90.19158567,-106.2725892,4.544802761,2.924229814
789,78.9,-95.4127304,-90.68406889,-106.2725892,4.82467432,2.972605302
790,79,-96.06099771,-91.17604966,-106.2725892,4.971553421,3.021662736
791,79.1,-96.6536916,-91.65714013,-106.2725892,5.000000095,3.0656017
792,79.2,-97.08795742,-92.12211444,-106.2725892,5.000000095,3.038291866
793,79.3,-97.36691343,-92.55196432,-106.2725892,4.851182747,2.948594517
794,79.4,-97.5011328,-92.93780037,-106.2725892,4.700796318,2.946947211
795,79.5,-97.60579256,-93.298643,-106.2725892,4.559245396,2.941089747
796,79.6,-97.67194789,-93.61663049,-106.2725892,4.541914463,3.04115722
797,79.7,-97.68757249,-93.88959058,-106.2725892,4.509437943,3.152459301
798,79.8,-97.63864694,-94.11451966,-106.2725892,4.429346991,3.26707272
799,79.9,-97.51335066,-94.2881417,-106.2725892,4.418753862,3.36119956
800,80,-97.32596072,-94.41360961,-106.2725892,4.395806694,3.612855352
801,80.1,-97.41562774,-94.49935007,-106.2725892,4.272383547,3.832545627
802,80.2,-98.01791042,-94.53253628,-106.2725892,4.088545609,3.986036235
803,80.3,-98.46663278,-94.51275527,-106.2725892,3.875396109,4.072604621
804,80.4,-98.74975706,-94.43520038,-106.2725892,3.625586653,4.090855067
805,80.5,-98.86642891,-94.32428843,-106.2725892,3.460558748,4.035609788
806,80.6,-98.82620402,-94.17456752,-106.2725892,3.285145545,3.922149672
807,80.7,-98.68692791,-94.00373141,-106.2725892,3.085487509,3.784853765
808,80.8,-98.46712521,-93.83042098,-106.2725892,2.843771994,3.627444054
809,80.9,-98.19016502,-93.65230354,-106.2725892,2.718418145,3.464747593
810,81,-97.88160261,-93.48472716,-106.2725892,2.502811289,3.336260378
811,81.1,-97.56660447,-93.33864171,-106.2725892,2.301351237,3.289011105
812,81.2,-97.26597396,-93.20860393,-106.2725892,1.946502256,3.249284233
813,81.3,-96.99549153,-93.08543689,-106.2725892,1.760946882,3.210026455
814,81.4,-96.7657706,-92.96861099,-106.2725892,1.588472477,3.166471681
815,81.5,-96.58165117,-92.89312535,-106.2725892,1.607454395,3.050626672
816,81.6,-96.44149776,-92.87996592,-106.2725892,1.80014509,2.853889921
817,81.7,-96.33573408,-92.89611193,-106.2725892,1.946452713,2.625725286
818,81.8,-96.24544406,-92.93043551,-106.2725892,2.22761153,2.455188283
819,81.9,-96.14735735,-92.98804426,-106.2725892,2.418529046,2.339476994
820,82,-96.02352707,-93.04531932,-106.2725892,2.727715373,2.559960346
821,82.1,-95.86018757,-93.04196532,-106.2725892,2.942549396,2.820086423
822,82.2,-95.6461178,-92.98257937,-106.2725892,3.034714937,3.083126579
823,82.3,-95.67178787,-92.90506252,-106.2725892,2.985115242,3.331098086
824,82.4,-95.76695833,-92.8228596,-106.2725892,2.693092239,3.572571566
825,82.5,-95.84819425,-92.77617708,-106.2725892,2.423908401,3.738978555
826,82.6,-95.93026769,-92.76859018,-106.2725892,2.229152513,3.826544823
827,82.7,-96.02812736,-92.81893545,-106.2725892,2.002816033,3.85244196
828,82.8,-96.16290434,-92.93115536,-106.2725892,1.961870384,3.820151398
829,82.9,-96.33752981,-93.10420684,-106.2725892,2.166093045,3.737180758
830,83,-96.5268887,-93.32730374,-106.2725892,2.564316423,3.644866712
831,83.1,-96.69992102,-93.66940095,-106.2725892,3.337717962,3.431791988
832,83.2,-96.99805414,-94.09973675,-106.2725892,4.124325418,3.077526063
833,83.3,-97.48129778,-94.56629346,-106.2725892,4.538004255,2.708478832
834,83.4,-97.93292661,-94.96643548,-106.2725892,4.52910285,2.90984316
835,83.5,-98.35359601,-95.31555185,-106.2725892,4.377783155,3.072716143
836,83.6,-98.74515092,-95.64175622,-106.2725892,4.199731874,3.186783783
837,83.7,-99.10959823,-95.94177867,-106.2725892,4.06824522,3.248590024
838,83.8,-99.45025743,-96.23675073,-106.2725892,3.852276349,3.490149276
839,83.9,-99.87930608,-96.55332528,-106.2725892,4.008695579,3.724650696
840,84,-100.3891003,-96.89943574,-106.2725892,4.226066709,3.909712452
841,84.1,-100.895301,-97.28362747,-106.2725892,4.365355206,4.017887364
842,84.2,-101.3940775,-97.6992674,-106.2725892,4.496863842,4.02557878
843,84.3,-101.8915724,-98.13394142,-106.2725892,4.609817934,4.083942455
844,84.4,-102.3922292,-98.55565302,-106.2725892,4.597569895,4.186184911
845,84.5,-102.8971683,-98.9628106,-106.2725892,4.659184456,4.201438018
846,84.6,-103.3521117,-99.36315566,-106.2725892,4.591157818,4.109396773
847,84.7,-103.7581374,-99.75193294,-106.2725892,4.463521957,4.034161172
848,84.8,-104.115688,-100.1418366,-106.2725892,4.311235094,3.953017421
849,84.9,-104.4227071,-100.5412519,-106.2725892,4.225829029,3.807318464
850,85,-104.6751828,-100.9562792,-106.2725892,4.232419777,3.595836459
851,85.1,-104.8670401,-101.3816722,-106.2725892,4.233350849,3.329611295
852,85.2,-104.9917844,-101.8162128,-106.2725892,4.298303366,3.209896007
853,85.3,-105.0767323,-102.2625589,-106.2725892,4.341845703,3.092030915
854,85.4,-105.1359659,-102.7165914,-106.2725892,4.407877827,2.888612227
855,85.5,-105.183471,-103.15505,-106.2725892,4.376674652,2.622882523
856,85.6,-105.2315711,-103.5669487,-106.2725892,4.328811693,2.399498426
857,85.7,-105.3292657,-103.9453135,-106.2725892,4.279009008,2.258515364
858,85.8,-105.4837761,-104.282522,-106.2725892,4.333514833,2.148437515
859,85.9,-105.6586654,-104.5741249,-106.2725892,4.329129934,2.09834642
860,86,-105.7764981,-104.8054956,-106.2725892,4.214869022,2.086254664
861,86.1,-105.8248153,-105.0019481,-106.2725892,4.550769997,2.070664814
862,86.2,-105.9392502,-105.1542301,-106.2725892,4.720110273,2.115072044
863,86.3,-106.0971717,-105.2465997,-106.2725892,4.822577286,2.234069437
864,86.4,-106.2197928,-105.2790333,-106.2725892,4.956707191,2.48236141
865,86.5,-106.3022514,-105.245963,-106.2725892,4.929191494,2.782316072
866,86.6,-106.3455752,-105.1552082,-106.2791241,4.861494732,3.112965967
867,86.7,-106.3501597,-105.0180737,-106.280041,4.857054424,3.456875101
868,86.8,-106.3064295,-104.8864011,-106.280041,4.710535526,3.709326303
869,86.9,-106.2078597,-104.7699539,-106.280041,4.544461584,3.872103272
870,87,-106.1170888,-104.6752033,-106.280041,4.319619608,3.947832798
871,87.1,-106.2276681,-104.6092141,-106.280041,4.10071764,3.93708605
872,87.2,-106.2983352,-104.538274,-106.280041,4.332576084,3.902173323
873,87.3,-106.3339053,-104.4547274,-106.280041,4.578086853,3.857001353
874,87.4,-106.3094233,-104.3425001,-106.280041,4.721580219,3.790699477
875,87.5,-106.2172765,-104.1941914,-106.280041,4.779241085,3.693512033
876,87.6,-106.0634898,-103.9935584,-106.280041,4.752729177,3.583224818
877,87.7,-105.8870773,-103.7317934,-106.280041,4.496201801,3.458647767
878,87.8,-105.7316259,-103.4096556,-106.280041,4.290547609,3.331175433
879,87.9,-105.6292729,-103.0290673,-106.280041,4.108026814,3.208354779
880,88,-105.6030285,-102.6199144,-106.280041,3.933745778,3.204428006
881,88.1,-105.5709202,-102.1352066,-106.280041,3.937322569,3.232668845
882,88.2,-105.5059033,-101.669577,-106.280041,3.507702184,3.241560255
883,88.3,-105.4157749,-101.251579,-106.280041,2.941155291,3.237406897
884,88.4,-105.3005076,-100.9077282,-106.280041,2.352793598,3.234075938
885,88.5,-105.1560228,-100.6578706,-106.280041,1.753108597,3.245513743
886,88.6,-104.9786174,-100.5153513,-106.280041,1.275893602,3.287374504
887,88.7,-104.7664781,-100.4681143,-106.280041,1.47769497,3.288112524
888,88.8,-104.5718567,-100.4873863,-106.280041,1.606228423,3.249376261
889,88.9,-104.4959502,-100.5133849,-106.280041,1.382163864,3.248101181
890,89,-104.5273524,-100.5657414,-106.280041,1.34469431,3.301306367
891,89.1,-104.6439488,-100.6301413,-106.280041,1.720881581,3.39315294
892,89.2,-104.8365959,-100.7887641,-106.280041,2.101791477,3.473995389
893,89.3,-105.0668798,-101.0660339,-106.280041,2.480523586,3.52336668
894,89.4,-105.3160679,-101.4524531,-106.280041,2.91435709,3.523753205
895,89.5,-105.6040352,-101.9318066,-106.280041,3.76829133,3.484791004
896,89.6,-105.8764352,-102.4195582,-106.280041,4.327209234,3.445130413
897,89.7,-106.0840719,-102.8657926,-106.280041,4.615051317,3.396817739
898,89.8,-106.2310916,-103.2452105,-106.280041,4.712873697,3.337896084
899,89.9,-106.3169712,-103.5583366,-106.280041,4.609964848,3.270068108
900,90,-106.3566369,-103.793643,-106.2811654,4.499382353,3.38228386
901,90.1,-106.3620276,-103.9537491,-106.2822435,4.391482878,3.441938015
902,90.2,-106.341215,-104.0420183,-106.2822435,4.278608418,3.438748669
903,90.3,-106.2981583,-104.063372,-106.2822435,4.170223808,3.370926222
904,90.4,-106.233143,-104.022613,-106.2822435,4.055230474,3.24082446
905,90.5,-106.1436544,-103.9263849,-106.2822435,3.943247032,3.125085251
906,90.6,-106.0174462,-103.7807077,-106.2822435,3.83560586,3.134941126
907,90.7,-105.8481668,-103.5888728,-106.2822435,3.533467007,3.076333023
908,90.8,-105.8520279,-103.3774737,-106.2822435,3.151289511,2.961735731
909,90.9,-105.891765,-103.1740897,-106.2822435,2.835478449,2.800308585
910,91,-105.9332523,-103.0077421,-106.2822435,2.464095592,2.720997277
911,91.1,-105.9876331,-102.8221304,-106.2822435,2.497774649,2.741153702
912,91.2,-106.0615693,-102.619665,-106.2822435,2.743502998,2.795909205
913,91.3,-106.1531113,-102.4205664,-106.2822435,2.812138271,2.853508046
914,91.4,-106.2382218,-102.230537,-106.2822435,2.873127365,2.992352418
915,91.5,-106.3032633,-102.0980936,-106.2822435,2.74180671,3.2654535
916,91.6,-106.3356355,-102.0075625,-106.2831795,2.426509261,3.477777129
917,91.7,-106.350586,-101.985403,-106.2861696,2.19686861,3.6096303
918,91.8,-106.358472,-102.0254413,-106.2877468,2.12950511,3.659208777
919,91.9,-106.3624017,-102.1277818,-106.2885327,2.283213258,3.623371141
920,92,-106.3572534,-102.2630211,-106.2885327,2.683883643,3.507697216
921,92.1,-106.3421105,-102.4241352,-106.2885327,2.852646446,3.370487465
922,92.2,-106.3183343,-102.5873013,-106.2885327,2.97697885,3.230689215
923,92.3,-106.2880079,-102.7566138,-106.2885327,3.125085068,3.091216761
924,92.4,-106.253368,-102.898551,-106.2885327,3.197323442,2.9719289
925,92.5,-106.238752,-102.9999542,-106.2885327,3.266239774,2.950016289
926,92.6,-106.2457639,-103.0655816,-106.2885327,3.085199606,3.01871096
927,92.7,-106.2700564,-103.0967555,-106.2885327,3.050016034,3.16905339
928,92.8,-106.2933698,-103.0891253,-106.2885327,3.156792021,3.360724842
929,92.9,-106.3101532,-103.0224411,-106.2885327,3.321746039,3.586420561
930,93,-106.3062019,-102.9628025,-106.2885327,3.207796621,3.732102122
931,93.1,-106.2841219,-102.922018,-106.2885327,3.120282221,3.779059954
932,93.2,-106.2418816,-102.8966825,-106.2885327,3.180669665,3.729429617
933,93.3,-106.1725071,-102.8817894,-106.2885327,3.354686546,3.585454957
934,93.4,-106.0656387,-102.863517,-106.2885327,3.501883864,3.386111328
935,93.5,-105.9406983,-102.8471951,-106.2885327,3.642907226,3.190866893
936,93.6,-105.7682851,-102.8187061,-106.2885327,4.084351659,3.197713286
937,93.7,-105.5831401,-102.798067,-106.2885327,4.335255766,3.176389566
938,93.8,-105.3953727,-102.7873782,-106.2885327,4.304108524,3.069572927
939,93.9,-105.2139158,-102.7682828,-106.2885327,4.075759554,2.940141487
940,94,-104.99816,-102.7367162,-106.2885327,3.975012827,2.908791598
941,94.1,-104.8005679,-102.6814109,-106.2885327,3.650558543,3.013680044
942,94.2,-104.6232509,-102.6078542,-106.2885327,3.527214897,3.13063098
943,94.3,-104.4613295,-102.4956238,-106.2885327,3.633794999,3.232551485
944,94.4,-104.3176362,-102.3370972,-106.2885327,3.510059398,3.321322986
945,94.5,-104.196595,-102.1522709,-106.2885327,3.422640479,3.399914176
946,94.6,-104.1034204,-101.9475846,-106.2885327,3.246053731,3.474946945
947,94.7,-104.0430375,-101.736843,-106.2885327,2.946210623,3.558323704
948,94.8,-104.0191174,-101.5216121,-106.2885327,2.772908032,3.632790046
949,94.9,-104.0322328,-101.324877,-106.2885327,2.510346431,3.639589185
950,95,-104.0837329,-101.1458089,-106.2885327,2.480853224,3.56992053
951,95.1,-104.1287211,-100.9820735,-106.2885327,2.364699614,3.427468701
952,95.2,-104.1358094,-100.8390896,-106.2885327,2.108805823,3.495313914
953,95.3,-104.1037206,-100.7144736,-106.2885327,2.107224858,3.576616679
954,95.4,-104.0249818,-100.6087844,-106.2885327,2.072238564,3.563841844
955,95.5,-103.9000866,-100.4889974,-106.2885327,1.907456708,3.476027887
956,95.6,-103.7278794,-100.40085,-106.2885327,1.673824167,3.298580121
957,95.7,-103.5458271,-100.3388,-106.2885327,1.747366583,3.106583226
958,95.8,-103.4158077,-100.2995978,-106.2885327,1.800573611,2.969005969
959,95.9,-103.3375133,-100.2523878,-106.2885327,1.650522316,2.987002821
960,96,-103.3053755,-100.2365572,-106.2885327,1.568541247,3.054180671
961,96.1,-103.2938511,-100.2288486,-106.2885327,1.71783253,3.058212476
962,96.2,-103.3030785,-100.2785601,-106.2885327,1.927776846,3.024607577
963,96.3,-103.3381675,-100.3358555,-106.2885327,2.145219147,3.014157698
964,96.4,-103.3968623,-100.4002034,-106.2885327,2.16752789,3.088562734
965,96.5,-103.4776595,-100.4748777,-106.2885327,2.408585191,3.205200667
966,96.6,-103.5792077,-100.5450257,-106.2885327,2.404818034,3.335542973
967,96.7,-103.6995808,-100.6106076,-106.2885327,2.440573907,3.478477788
968,96.8,-103.8361116,-100.6874916,-106.2885327,2.621248674,3.644596022
969,96.9,-103.9849813,-100.791222,-106.2885327,3.050532889,3.848000231
970,97,-104.1407194,-100.9250116,-106.2885327,3.399597383,4.011647638
971,97.1,-104.294646,-101.0741217,-106.2885327,3.40135417,4.100317083
972,97.2,-104.4403576,-101.2395365,-106.2885327,3.520125914,4.119171086
973,97.3,-104.5796984,-101.4218452,-106.2885327,3.699267101,4.063667363
974,97.4,-104.7141584,-101.6143525,-106.2885327,3.838243532,3.966353959
975,97.5,-104.8458906,-101.8078631,-106.2885327,3.90655179,3.869853677
976,97.6,-104.9777899,-102.0150195,-106.2885327,4.106351614,3.787144398
977,97.7,-105.1132772,-102.2226207,-106.2885327,4.174483299,3.702974021
978,97.8,-105.2338389,-102.4123127,-106.2885327,4.248975897,3.611527536
979,97.9,-105.3283204,-102.5946655,-106.2885327,4.402770281,3.522456353
980,98,-105.3821247,-102.7446861,-106.2885327,4.531151676,3.445234349
981,98.1,-105.3764048,-102.8558535,-106.2885327,4.56645546,3.370940323
982,98.2,-105.2986386,-102.9241237,-106.2885327,4.596768618,3.292965024
983,98.3,-105.1983402,-102.9751297,-106.2885327,4.648083401,3.218634572
984,98.4,-105.4309008,-103.0273351,-106.2885327,4.443882322,3.134331193
985,98.5,-105.6310719,-103.06614,-106.2885327,4.20367837,3.032772247
986,98.6,-105.7943213,-103.0945171,-106.2885327,4.107791948,2.926782304
987,98.7,-105.9164376,-103.1127315,-106.2885327,4.048284841,2.815943248
988,98.8,-105.9897202,-103.1282814,-106.2885327,4.021031523,2.701217478
989,98.9,-106.0722889,-103.1342005,-106.2885327,4.009188735,2.589858332
990,99,-106.123169,-103.1294504,-106.2885327,3.960807958,2.606781612
991,99.1,-106.1416835,-103.0824685,-106.2885327,3.96935758,2.706905362
992,99.2,-106.1282834,-102.9983884,-106.2885327,3.887699825,2.855221122
993,99.3,-106.0848602,-102.8753008,-106.2885327,3.798836672,3.010983824
994,99.4,-106.0238272,-102.7170425,-106.2885327,4.022868276,3.197550921
995,99.5,-105.9236711,-102.5371152,-106.2885327,4.054943132,3.405712036
996,99.6,-105.7487819,-102.3152974,-106.2885327,3.9654917,3.60306642
997,99.7,-105.4978241,-102.1015467,-106.2885327,3.836448312,3.736909007
998,99.8,-105.1693778,-101.8989858,-106.2885327,3.791314888,3.79362695
999,99.9,-104.7830589,-101.7136769,-106.2885327,3.797465706,3.761459069
1000,100,-104.8641549,-101.5491518,-106.2885327,3.853368545,3.637170693
1001,100.1,-104.9173423,-101.3855732,-106.2885327,3.959964609,3.491829319
1002,100.2,-104.9293242,-101.2338104,-106.2885327,3.942041087,3.357280233
1003,100.3,-104.8218961,-101.0822368,-106.2885327,3.894368315,3.290430882
1004,100.4,-104.5976769,-100.9203741,-106.2885327,3.915291667,3.21375261
1005,100.5,-104.3214931,-100.7264076,-106.2885327,3.936383128,3.126567465
1006,100.6,-104.0574482,-100.5132819,-106.2885327,3.857894945,3.029566671
1007,100.7,-103.755484,-100.2670154,-106.2885327,3.909930468,2.916011002
1008,100.8,-103.4061604,-99.96467662,-106.2885327,3.755526543,2.808421894
1009,100.9,-103.171854,-99.61633818,-106.2885327,3.544899416,2.753538314
1010,101,-103.4222106,-99.24104755,-106.2885327,3.321769476,2.737220906
1011,101.1,-103.5472786,-98.87510354,-106.2885327,2.939079547,2.747475171
1012,101.2,-103.5597544,-98.53228731,-106.2885327,2.531113636,2.77975149
1013,101.3,-103.4810811,-98.19114149,-106.2885327,2.364313579,2.830630483
1014,101.4,-103.3389666,-97.90427563,-106.2885327,2.221627951,2.915724616
1015,101.5,-103.1638051,-97.71959367,-106.2885327,1.854566169,3.020475868
1016,101.6,-102.9868416,-97.64563418,-106.2885327,1.657204771,3.145867841
1017,101.7,-102.8902405,-97.71731803,-106.2885327,1.456080097,3.209283081
1018,101.8,-102.8559778,-97.91763794,-106.2885327,1.330185652,3.184460701
1019,101.9,-102.8641375,-98.29014453,-106.2885327,2.001415348,3.071974884
1020,102,-102.9017289,-98.82232502,-106.2885327,2.901671457,2.8784507
1021,102.1,-102.9528714,-99.41977994,-106.2885327,3.504091835,2.665231299
1022,102.2,-103.3759931,-100.0453171,-106.2885327,4.067665672,2.4395454
1023,102.3,-103.996089,-100.6055166,-106.2885327,4.242809868,2.47765042
1024,102.4,-104.5323093,-101.0823335,-106.2885327,4.354465532,2.68671136
1025,102.5,-104.9902551,-101.4683762,-106.2885327,4.428879595,2.899506455
1026,102.6,-105.3742201,-101.7888103,-106.2885327,4.456397104,3.123838712
1027,102.7,-105.6804315,-102.0722937,-106.2885327,4.182554674,3.338393523
1028,102.8,-105.9136248,-102.3325499,-106.2885327,3.978155088,3.540645104
1029,102.9,-106.079686,-102.5844273,-106.2885327,3.897928858,3.728004573
1030,103,-106.1854041,-102.8398258,-106.2885327,3.895262766,3.894099697
1031,103.1,-106.2561769,-103.0971736,-106.2885327,3.952685952,4.025353476
1032,103.2,-106.2980501,-103.3640475,-106.2885327,3.831298912,4.059555927
1033,103.3,-106.3142953,-103.6744326,-106.2885327,3.914337897,4.108825846
1034,103.4,-106.3063305,-104.0146972,-106.2885327,4.249795055,4.060951956
1035,103.5,-106.2747673,-104.3668678,-106.2885327,4.570323467,3.894355688
1036,103.6,-106.2198993,-104.6518273,-106.2885327,4.443208838,3.742524725
1037,103.7,-106.1419095,-104.8744734,-106.2885327,4.317875576,3.603766836
1038,103.8,-106.0405552,-105.0450218,-106.2885327,4.319268703,3.489553341
1039,103.9,-105.9370119,-105.1680741,-106.2885327,4.453483248,3.410439558
1040,104,-105.8980492,-105.2458371,-106.2885327,4.67472415,3.371381685
1041,104.1,-105.8415016,-105.2849197,-106.2885327,4.722689009,3.36045444
1042,104.2,-105.8683587,-105.2871407,-106.2885327,4.782925987,3.368627491
1043,104.3,-105.9020116,-105.2612148,-106.2885327,4.705107212,3.378008812
1044,104.4,-105.9307643,-105.2099962,-106.2885327,4.626504326,3.384052356
1045,104.5,-105.9683426,-105.123325,-106.2885327,4.396746349,3.380910702
1046,104.6,-105.9358275,-104.9714043,-106.2885327,4.466861153,3.400521716
1047,104.7,-105.8363409,-104.758201,-106.2885327,4.554678059,3.441389716
1048,104.8,-105.6743354,-104.4845815,-106.2885327,4.567385769,3.494319717
1049,104.9,-105.4824118,-104.1821494,-106.2885327,4.484037256,3.495343631
1050,105,-105.2726424,-103.8848476,-106.2885327,4.233399916,3.456422438
1051,105.1,-105.0508929,-103.597288,-106.2885327,4.088139319,3.393869046
1052,105.2,-104.820747,-103.3208342,-106.2885327,3.970516086,3.309320532
1053,105.3,-104.5839841,-103.0529434,-106.2885327,3.916540909,3.205997964
1054,105.4,-104.3082905,-102.7612793,-106.2885327,3.812649632,3.137720714
1055,105.5,-104.0075179,-102.4436562,-106.2885327,3.79914,3.223565615
1056,105.6,-103.6949244,-102.1062355,-106.2885327,3.826990843,3.296115014
1057,105.7,-103.477046,-101.7845412,-106.2885327,3.647323513,3.354140918
1058,105.8,-103.3477759,-101.4805095,-106.2885327,3.457361555,3.399460038
1059,105.9,-103.2114468,-101.190644,-106.2885327,3.345708942,3.43203463
1060,106,-103.0584857,-100.9060292,-106.2885327,3.311147022,3.435552646
1061,106.1,-102.881439,-100.6062707,-106.2885327,3.457457304,3.415404348
1062,106.2,-102.674724,-100.312315,-106.2885327,3.498609447,3.369728289
1063,106.3,-102.4359286,-100.0191404,-106.2885327,3.446069241,3.313634035
1064,106.4,-102.1775532,-99.73809105,-106.2885327,3.321494532,3.248273152
1065,106.5,-101.9132739,-99.47176379,-106.2885327,3.084244537,3.189695006
1066,106.6,-101.658532,-99.22295056,-106.2885327,2.879815912,3.138763757
1067,106.7,-101.4309642,-98.96660493,-106.2885327,2.790739441,3.097752663
1068,106.8,-101.2502536,-98.73367167,-106.2885327,2.725654483,3.202624015
1069,106.9,-101.1358176,-98.54648722,-106.2885327,2.652653193,3.331931055
1070,107,-101.0358793,-98.37605837,-106.2885327,2.559765148,3.438141348
1071,107.1,-100.9263628,-98.19317689,-106.2885327,2.544406891,3.512672284
1072,107.2,-100.7978099,-98.00359603,-106.2885327,2.513700867,3.547403128
1073,107.3,-100.6452665,-97.80658332,-106.2885327,2.579073501,3.540617648
1074,107.4,-100.472909,-97.65218684,-106.2885327,2.519493008,3.547515279
1075,107.5,-100.2877402,-97.51088093,-106.2885327,2.448347139,3.585865819
1076,107.6,-100.1004702,-97.38281091,-106.2885327,2.416955018,3.660093448
1077,107.7,-99.93713032,-97.25140871,-106.2885327,2.354171443,3.703559695
1078,107.8,-99.77517899,-97.12278843,-106.2885327,2.4333215,3.717096082
1079,107.9,-99.60254145,-96.98158986,-106.2885327,2.607237864,3.700738551
1080,108,-99.41190754,-96.84752243,-106.2885327,2.741849661,3.645227736
1081,108.1,-99.2087469,-96.71010662,-106.2885327,2.77708354,3.60579069
1082,108.2,-99.17841532,-96.53554884,-106.2885327,2.859399152,3.59472068
1083,108.3,-99.13864673,-96.3189945,-106.2885327,3.024441385,3.624078468
1084,108.4,-99.00360629,-96.05693674,-106.2885327,3.218335962,3.725591343
1085,108.5,-98.79284139,-95.81580601,-106.2885327,2.864302969,3.752391847
